Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144
,,15600,15600,15600, 60 months, 14.74%,369,C,C2,Mortgage loan processor ,2 years,MORTGAGE,60000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,300xx,GA,11.7,0,Aug-2004,1,41,,34,0,16939,60.3%,50,w,15600.00,15600.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,43,1,Individual,,,,0,0,220008,2,14,0,0,30,61023,110,3,10,1997,93,28100,0,0,2,11,6667,5527,74.4,0,0,145,174,4,4,1,9,41,4,41,0,11,13,11,16,22,19,27,13,34,0,0,0,3,94,63.6,0,0,230718,77962,21600,55434,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,20000,20000,20000, 60 months, 17.19%,499.1,C,C5,Sr. Coordinator,10+ years,RENT,95000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,061xx,CT,27.37,0,Aug-1994,1,46,,32,0,27964,38.8%,55,w,20000.00,20000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,46,1,Individual,,,,0,4123,59927,1,4,1,5,4,31963,54,5,10,6290,46,72000,9,3,6,15,1873,10592,70.7,0,0,131,295,10,4,0,10,81,4,62,2,7,10,11,16,10,28,45,10,32,0,0,0,6,92.7,54.5,0,0,131077,59927,36100,59077,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,9975, 36 months,  7.02%,308.87,A,A2,Social Worker,2 years,RENT,105000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,941xx,CA,12.91,0,Oct-2005,1,,,17,0,16843,29.3%,28,f,10000.00,9975.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,153,214203,0,11,0,1,13,197360,122,1,6,6877,86,57500,0,1,1,7,12600,40657,29.3,0,0,161,21,9,9,0,9,,2,,0,4,4,6,6,22,6,6,4,17,0,0,0,1,100,16.7,0,0,231832,214203,57500,174332,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,40000,40000,40000, 60 months, 10.33%,856.4,B,B1,President,8 years,MORTGAGE,160000,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,191xx,PA,38.31,0,Nov-1994,1,41,,20,0,17487,33%,40,w,40000.00,40000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,41,1,Individual,,,,0,0,915468,0,7,0,4,14,627125,80,0,1,5041,52,72800,4,1,4,5,48183,27452,30.9,0,0,169,292,23,14,2,31,,0,,1,6,10,8,11,22,12,16,10,20,0,0,0,0,94.7,28.6,0,0,1006682,644612,39700,640547,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,12000,12000,12000, 60 months,  8.19%,244.41,A,A4,Paraprofessional,10+ years,RENT,21000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,031xx,NH,18.29,0,Jul-1999,0,,,4,0,11156,61%,6,w,12000.00,12000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,11156,0,0,0,0,182,0,,0,0,5542,61,18300,0,0,0,0,2789,4900,66.2,0,0,182,236,54,54,0,151,,,,0,3,4,3,3,1,4,5,4,4,0,0,0,0,100,66.7,0,0,18300,11156,14500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,16000,16000,16000, 36 months,  8.81%,507.39,A,A5,Restaurant Manager,< 1 year,RENT,55000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,100xx,NY,13.9,0,Dec-1997,0,,,7,0,11303,55.1%,13,w,16000.00,16000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,18759,0,1,1,2,11,7456,75,1,2,5652,62,20500,2,0,1,4,2680,6652,62,0,0,179,255,12,11,0,12,,11,,0,3,4,4,7,3,6,10,4,7,0,0,0,2,100,25,0,0,30500,18759,17500,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,25000,25000,25000, 36 months,  7.56%,778.35,A,A3,,n/a,MORTGAGE,64000,Not Verified,Mar-2019,Issued,n,,,home_improvement,Home improvement,212xx,MD,7.37,0,Apr-1990,0,53,,9,0,0,0%,14,w,25000.00,25000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,53,1,Individual,,,,0,273,61089,1,3,1,2,10,12289,68,0,2,0,30,23400,2,0,1,5,6788,23400,0,0,0,347,35,13,1,1,13,,2,,3,0,0,5,5,8,5,5,0,9,0,0,0,2,78.6,0,0,0,90200,12289,23400,18000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,12000,12000,12000, 36 months, 13.08%,404.79,B,B5,Customer Experience Manager,3 years,RENT,45000,Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,076xx,NJ,12.67,0,Oct-1999,0,50,,12,0,14900,61.1%,20,w,12000.00,12000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,14900,1,0,0,0,,0,,1,4,5284,61,24400,0,0,0,4,1355,167,98.5,0,0,,232,1,1,0,14,,,50,0,5,10,6,7,0,12,20,10,12,0,0,0,1,90,100,0,0,24400,14900,11300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,15500,15500,15500, 36 months,  8.19%,487.08,A,A4,licensed registration examiner ,10+ years,OWN,55000,Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,935xx,CA,13.64,0,May-1999,1,,96,12,1,15323,46.2%,18,w,15500.00,15500.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,May-2019,Apr-2019,0,,1,Individual,,,,0,0,21022,2,1,0,0,35,5699,31,3,3,8862,41,34700,0,4,2,3,1752,8569,68,0,0,74,238,2,2,0,2,,3,,0,2,4,5,7,4,11,14,4,12,0,0,0,3,100,40,1,0,52881,21022,23600,18181,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,16000,16000,16000, 60 months, 10.33%,342.56,B,B1,,< 1 year,MORTGAGE,40000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,973xx,OR,15.63,0,Dec-2000,0,,,6,0,16135,74%,6,w,16000.00,16000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,May-2019,Apr-2019,0,,1,Individual,,,,0,0,21151,0,1,0,1,19,5016,76,0,1,5568,74,21800,1,1,0,2,3525,3482,82,0,0,19,219,17,17,0,17,,17,,0,4,5,4,4,1,5,5,5,6,0,0,0,0,100,75,0,0,28432,21151,19300,6632,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,25000,25000,25000, 60 months, 13.08%,569.86,B,B5,Account Manager,7 years,MORTGAGE,134964,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,773xx,TX,19.3,0,Feb-1992,1,,,15,0,41572,56.2%,41,w,25000.00,25000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,67374,0,2,1,2,8,25802,49,0,1,7934,53,74000,2,8,6,3,4492,22344,61.2,0,0,187,325,13,8,3,29,,0,,0,8,12,9,10,15,13,23,12,15,0,0,0,1,100,44.4,0,0,126934,67374,57600,52934,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,20000,20000,20000, 60 months, 12.40%,448.95,B,B4,Team Leader/General Production,8 years,MORTGAGE,85000,Not Verified,Mar-2019,Issued,n,,,home_improvement,Home improvement,622xx,IL,20.09,0,Feb-2007,0,,,13,0,22902,43%,31,w,20000.00,20000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,126045,1,2,1,3,9,58086,78,1,2,5804,51,53300,1,2,3,5,9696,3396,63.1,0,0,121,145,1,1,1,105,,9,,0,1,4,3,5,10,10,20,4,13,0,0,0,2,100,33.3,0,0,171503,80988,9200,66390,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,13000,13000,13000, 36 months,  8.81%,412.25,A,A5,,< 1 year,RENT,44600,Source Verified,Mar-2019,Issued,n,,,major_purchase,Major purchase,750xx,TX,27.31,0,Jun-2006,2,,103,14,1,5635,20.6%,18,w,13000.00,13000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,19910,3,3,1,1,6,14275,46,3,4,2451,34,27300,1,4,3,5,1422,18004,23.4,0,0,130,79,2,2,1,2,,1,,0,6,7,8,9,5,11,12,7,14,0,0,0,4,100,0,1,0,58696,19910,23500,31396,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,2375,2375,2375, 36 months, 11.02%,77.78,B,B2,Chef,1 year,RENT,28000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,234xx,VA,9.9,0,Oct-2006,0,,,4,0,5738,85.6%,6,w,2375.00,2375.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,7540,0,1,1,2,7,1802,86,0,0,3412,86,6700,2,0,1,2,1885,962,85.6,0,0,24,149,103,7,0,132,,7,,0,3,3,3,3,2,3,4,3,4,0,0,0,1,100,66.7,0,0,8800,7540,6700,2100,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,14000,14000,14000, 36 months, 11.71%,463.07,B,B3,Lead Technician,7 years,OWN,60000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,956xx,CA,38.34,0,Dec-2007,0,,,13,0,20632,87.4%,15,w,14000.00,14000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,115000,21.93,Verified,0,0,301301,2,4,0,1,20,25833,43,3,4,7907,56,23600,1,2,0,6,23177,150,98.8,0,0,78,135,3,3,1,44,,19,,0,2,6,2,2,5,8,9,6,13,0,0,0,3,100,100,0,0,343553,46465,12000,59471,33958,Jul-2015,1,1,12,92.1,2,9,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,27000,27000,27000, 60 months,  8.19%,549.93,A,A4,Sr. Reliability Engineer,2 years,MORTGAGE,107500,Not Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,775xx,TX,11.36,0,Mar-1998,0,,,7,0,30325,73.1%,15,w,26450.07,26450.07,549.93,549.93,549.93,0.00,0.0,0.0,0.0,Apr-2019,549.93,May-2019,Apr-2019,0,,1,Individual,,,,0,0,214030,0,1,0,0,58,1399,8,0,0,10657,54,41500,0,3,0,0,30576,8747,76,0,0,154,252,54,44,4,54,,,,0,3,4,3,4,3,4,8,4,7,0,0,0,0,100,66.7,0,0,271437,31724,36500,17687,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,10000, 36 months, 12.40%,334.06,B,B4,Installer/service,6 years,MORTGAGE,80000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,992xx,WA,12.51,0,Oct-2010,0,,,7,0,9427,80.6%,18,f,10000.00,10000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,May-2019,Apr-2019,0,,1,Individual,,,,0,0,155832,0,1,1,1,12,16603,83,2,2,5562,82,11700,2,5,2,3,25972,238,95.9,0,0,44,101,7,7,1,7,,7,,0,1,3,2,7,2,5,15,3,7,0,0,0,3,100,50,0,0,168182,26030,5800,20000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,1200,1200,1200, 36 months,  8.19%,37.71,A,A4,,n/a,RENT,16000,Not Verified,Mar-2019,Current,n,,,debt_consolidation,Debt consolidation,100xx,NY,9.68,0,Nov-2010,0,72,103,9,1,449,1.7%,16,f,1066.66,1066.66,137.16,137.16,133.34,3.82,0.0,0.0,0.0,Apr-2019,137.71,May-2019,Apr-2019,0,72,1,Individual,,,,0,0,2409,0,1,0,1,13,1960,65,0,1,437,8,26800,1,0,0,2,268,18263,2.3,0,0,99,100,21,13,0,21,72,13,72,1,1,2,4,8,4,8,12,2,9,0,0,0,0,93.3,0,1,0,29800,2409,18700,3000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,5000,5000,5000, 36 months,  8.81%,158.56,A,A5,Manager 4,10+ years,MORTGAGE,70000,Not Verified,Mar-2019,Issued,n,,,other,Other,714xx,LA,25.78,0,May-1996,0,,,7,0,47357,94.9%,18,w,5000.00,5000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,May-2019,Apr-2019,0,,1,Individual,,,,0,0,130078,0,1,0,0,38,6691,47,0,0,18734,84,49900,0,0,0,0,18583,1048,97.6,0,0,169,274,76,38,2,138,,13,,0,4,5,4,4,8,5,8,5,7,0,0,0,0,100,75,0,0,164075,54048,44100,14175,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,12800,12800,12800, 36 months, 20.00%,475.7,D,D2,Truck driver,10+ years,RENT,75000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,551xx,MN,25.6,0,Sep-2008,0,35,,9,0,14312,74.9%,17,w,12800.00,12800.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,38375,0,2,0,2,13,24063,64,0,1,6159,68,19100,1,7,0,3,4264,475,95.1,0,0,126,84,19,13,0,38,35,13,35,0,4,7,4,6,8,7,9,7,9,0,0,0,0,88.2,100,0,0,56585,38375,9600,37485,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,25525,25525,25525, 36 months, 20.00%,948.61,D,D2,Programmer,10+ years,OWN,85000,Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,450xx,OH,65.18,0,Mar-1989,0,,,22,0,63264,76.2%,59,w,25525.00,25525.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,184000,36.76,Verified,0,0,208472,2,7,3,8,5,145208,86,0,0,8737,82,83000,8,10,14,8,9927,394,98.4,0,0,126,360,28,5,5,43,,2,,0,5,13,5,14,26,15,28,13,22,0,0,0,3,100,100,0,0,254850,208472,24700,171850,146187,Apr-1989,0,5,18,84.9,5,26,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,13000,13000,13000, 36 months, 11.02%,425.73,B,B2,Nanny,9 years,RENT,60000,Source Verified,Mar-2019,Issued,n,,,moving,Moving and relocation,113xx,NY,17.4,0,Aug-2006,1,30,,19,0,7601,20.5%,33,w,3000.00,3000.00,10000.0,10000.00,10000.00,0.00,0.0,0.0,0.0,Apr-2019,10000.0,Apr-2019,Apr-2019,0,30,1,Individual,,,,0,0,15094,0,1,0,2,14,7398,67,0,3,1259,31,37100,2,0,1,6,794,11522,26.1,0,0,135,151,15,14,0,27,,3,,1,5,10,7,11,4,17,27,10,19,0,0,0,0,93.9,14.3,0,0,48195,15094,15600,11000,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,38400,38400,38400, 60 months, 14.74%,908.31,C,C2,Electrician ,10+ years,MORTGAGE,75000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,386xx,MS,26.1,0,Feb-2009,1,43,,6,0,2142,33%,18,w,38400.00,38400.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,174182,2,3,3,3,2,38170,81,0,1,1427,75,6500,0,0,1,4,29030,1273,52.9,0,0,112,121,24,2,1,58,43,5,43,0,1,2,1,7,7,2,10,2,6,0,0,0,3,94.4,0,0,0,202533,40312,2700,47054,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,18000,18000,18000, 60 months, 20.00%,476.89,D,D2,Commercial Client Administrator ,10+ years,OWN,58052.8,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,704xx,LA,25.88,1,May-1999,0,3,,14,0,5190,15.4%,35,w,18000.00,18000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,182,34113,2,3,1,2,2,28923,57,2,4,4720,41,33800,0,8,0,6,2437,13310,28.1,0,0,146,238,6,2,0,12,,20,,0,2,2,4,12,12,11,23,2,14,0,0,0,3,97.1,25,0,0,84225,34113,18500,50425,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,33000,33000,33000, 60 months, 15.57%,794.98,C,C3,Firefighter/Paramedic,5 years,RENT,90000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,305xx,GA,29.61,0,Dec-1999,0,,102,30,1,27877,61.1%,43,w,33000.00,33000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,164123,1,12,0,7,19,136246,91,1,2,6330,84,45600,0,0,2,9,5659,5428,82,0,0,175,231,0,0,0,0,,9,,0,11,14,13,14,22,18,21,14,30,0,0,0,1,100,58.3,1,0,195975,164123,30200,150375,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 36 months, 25.00%,596.4,D,D4,Occupational therapist,1 year,RENT,88000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,675xx,KS,12.6,0,Aug-2011,0,65,,8,0,18350,64.4%,13,w,15000.00,15000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,65,1,Individual,,,,0,0,33563,0,2,0,2,16,15213,74,1,3,6616,68,28500,0,4,0,5,4195,5663,68.5,0,0,91,89,7,7,0,28,65,,65,1,3,5,3,6,3,6,10,5,8,0,0,0,1,92.3,33.3,0,0,49115,33563,18000,20615,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 60 months, 28.80%,474.31,D,D5,Payroll Assistant,1 year,RENT,35000,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,136xx,NY,33.7,0,Aug-2013,3,,,12,0,7009,28.3%,19,w,15000.00,15000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,57430,2,6,1,1,5,50421,92,1,2,5569,72,24800,2,2,7,3,4786,14129,28.3,0,0,56,67,5,5,0,5,,0,,0,2,4,3,4,11,6,8,4,12,0,0,0,2,100,0,0,0,79462,57430,19700,54662,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,12000,12000,12000, 60 months, 11.71%,265.18,B,B3,,< 1 year,MORTGAGE,21000,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,028xx,RI,37.94,0,Sep-2006,0,,,12,0,17064,51.1%,26,w,12000.00,12000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,76000,10.88,Source Verified,0,0,22402,0,2,0,0,33,5338,47,1,5,8170,50,33400,0,3,2,5,1867,8173,67.2,0,0,150,108,11,11,0,11,,2,,0,5,7,6,6,9,10,17,7,12,0,0,0,1,100,66.7,0,0,44807,22402,24900,11407,17517,Aug-2010,0,0,4,78.4,0,4,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,30000,30000,30000, 36 months,  6.46%,918.93,A,A1,Principal,2 years,MORTGAGE,145000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,956xx,CA,19.62,0,Nov-1967,1,,75,18,1,28241,33.8%,35,w,30000.00,30000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,641721,3,5,1,2,4,88704,72,3,4,9552,52,83600,3,6,7,7,37748,37190,32.5,0,0,187,616,4,4,5,4,,0,,0,4,8,7,9,14,12,16,8,18,0,0,0,4,100,0,1,0,731163,116945,55100,115563,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,7000,7000,7000, 36 months, 16.40%,247.49,C,C4,,< 1 year,MORTGAGE,30640,Verified,Mar-2019,Issued,n,,,other,Other,144xx,NY,45.36,0,Feb-2008,0,,,6,0,2520,26.5%,10,w,7000.00,7000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,61640,39.77,Verified,0,0,71566,0,2,1,2,10,69046,93,0,1,1241,72,9500,1,0,4,3,11928,759,62.1,0,0,133,43,18,10,0,18,,10,,0,1,3,1,1,6,4,4,3,6,0,0,0,1,100,0,0,0,85109,71566,2000,75609,9619,Aug-2001,0,0,19,40.1,12,9,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,9000,9000,9000, 36 months,  8.19%,282.82,A,A4,BILLING SPECIALIST,3 years,RENT,60000,Not Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,334xx,FL,16.58,0,Jun-2008,0,,,6,0,4393,18.2%,30,w,9000.00,9000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Individual,,,,0,0,48152,0,4,0,2,22,43759,74,0,0,4393,58,24100,0,0,1,2,8025,19707,18.2,0,0,128,129,73,22,0,116,,2,,0,1,1,2,5,23,2,7,1,6,0,0,0,0,100,0,0,0,82897,48152,24100,58797,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,30000,30000,30000, 60 months, 10.33%,642.3,B,B1,Technical Product Lead,10+ years,MORTGAGE,1177200,Source Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,338xx,FL,1.9,1,Oct-2002,0,3,,18,0,24118,41.4%,33,w,30000.00,30000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,33,1,Individual,,,,0,0,49390,1,3,1,2,11,25272,53,2,4,10892,44,58200,0,2,0,6,2744,16520,56.9,0,0,120,197,6,6,1,6,,19,3,1,6,7,10,13,9,15,23,7,18,0,0,0,3,93.9,40,0,0,120111,49390,38300,61911,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,3500,3500,3225, 36 months, 10.33%,113.48,B,B1,Staffing Supervisor,3 years,OWN,28000,Verified,Mar-2019,Issued,n,,,home_improvement,Home improvement,273xx,NC,60.22,0,Feb-2001,1,,,27,0,19006,29.9%,32,f,3500.00,3225.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,62000,32.73,Verified,0,0,57381,2,2,1,1,9,38375,18,3,10,9107,26,63600,0,1,3,11,2125,37758,32.9,0,0,217,52,4,4,0,4,,0,,0,12,13,20,21,3,25,29,13,27,0,0,0,4,100,10,0,0,126765,57381,56300,63165,27307,Aug-1988,2,0,14,43.7,1,15,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,25000,25000,25000, 60 months,  8.19%,509.19,A,A4,,3 years,MORTGAGE,30000,Verified,Mar-2019,Issued,n,,,credit_card,Credit card refinancing,080xx,NJ,52.08,0,Oct-2006,0,,,13,0,26987,47.6%,20,w,25000.00,25000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,140000,14.29,,0,0,267091,0,6,0,0,46,14595,32,0,1,8420,41,56700,0,0,0,1,20545,27183,46.8,0,0,149,84,24,24,2,24,,,,0,4,6,4,5,11,6,7,6,13,0,0,0,0,100,0,0,0,351229,41582,51100,45629,35407,Jan-2007,0,2,10,45.4,5,8,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
,,15000,15000,15000, 60 months, 12.40%,336.71,B,B4,Administration,10+ years,MORTGAGE,55000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,805xx,CO,9.82,0,Dec-1989,0,43,,6,0,19966,47.5%,21,w,15000.00,15000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Mar-2019,0,61,1,Individual,,,,0,0,292435,0,0,0,1,24,0,,0,1,333,48,42000,0,1,0,3,48739,21400,2.7,0,0,121,351,17,17,5,17,61,,43,3,3,4,4,10,4,5,12,4,6,0,0,0,0,76.2,0,0,0,322000,19966,22000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,10000,10000,10000, 36 months, 13.08%,337.33,B,B5,DSR,10+ years,MORTGAGE,77000,Source Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,741xx,OK,10.27,1,Jan-2005,2,3,,12,0,10049,44.7%,24,w,10000.00,10000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Mar-2019,0,70,1,Individual,,,,0,0,115279,0,1,0,2,15,15797,77,0,5,3722,60,22500,0,2,2,7,9607,7672,53.8,0,0,148,55,14,14,2,14,3,0,3,1,4,6,6,7,10,10,12,6,12,0,0,0,0,83.3,33.3,0,0,145403,25846,16600,20624,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
,,25000,25000,25000, 36 months,  8.19%,785.61,A,A4,Project Manager,10+ years,MORTGAGE,88400,Verified,Mar-2019,Issued,n,,,debt_consolidation,Debt consolidation,056xx,VT,44.53,0,Aug-1998,0,,,15,0,31838,83.1%,38,w,25000.00,25000.00,0.0,0.00,0.00,0.00,0.0,0.0,0.0,,0.0,Apr-2019,Apr-2019,0,,1,Joint App,172400,29.85,,0,0,264238,1,5,1,3,9,52020,53,2,4,5941,61,38300,0,13,2,7,17616,2899,90.3,0,0,247,230,1,1,4,1,,9,,0,6,8,6,7,23,9,11,8,15,0,0,0,3,94.7,83.3,0,0,338665,83858,30000,98572,74936,Jan-2000,0,4,19,95.9,8,11,0,0,,N,,,,,,,,,,,,,,,N,,,,,,
